IPAddress,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Current Status,Current Status_4_TEXT,Social Media,Social Media_10_TEXT,Political Ideology _1,Party Affiliation _1,Voting,Criminal Record,Criminal Record_3_TEXT,Q127_First Click,Q127_Last Click,Q127_Page Submit,Q127_Click Count,G1-Pew-ABRTLGL,G1-Pew-ABRTN_MED,G1-Pew-ABORTION3,G1-Pew-ABORTION4,G2-ImmigrationPop,G2-ImmigrationPolicy,G2-ImmPolicyImpact,Q128_First Click,Q128_Last Click,Q128_Page Submit,Q128_Click Count,G2-DV1,G2-DV2,G2-DV3-6_1,G2-DV3-6_2,G2-DV3-6_3,G2-DV3-6_4,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,G3-Express,G3-Backlash,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,G4-Fair,G4-Trust,G4-Decision,G5-PreT-USCourtTrust,G5-PreT-IOTrust,G5-PreT-IOparticipat,G5-PreT-InterCase,G5-PreT-ICCfimiliar,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,G5-PostT-Relaible,G5-PostT-Fair,G5-PostT-Effective,G5-PostT-Political,Manipulation Check,Manipulation Check_DO,rid,zip,Create New Field or Choose From Dropdown...,Group1-Abortion_DO,Group2-Immigration-PostT_DO,Group3-Speech_DO,Group4-SCOTUS_DO,Group5-ICC-PostT_DO
166.181.81.99,1,Yes,Male,,1952,Others(Specify),Not Hispanic or Latino,Associates or technical degree,Retired,"Less than $25,000",Iowa,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Concservative,Independent,Republican candidate,No,,43.019,81.735,83.827,8,Illegal in all cases,Illegal,Somewhat easy,Harder than it is now,A small population,Neither adequate nor inadequate,Not at all,10.321,59.96,61.369,9,About the same,About the same,Disagree,Disagree,Neither agree nor disagree,Disagree,12.223,22.326,32.046,4,9,9,34.722,51.722,53.503,6,10-Most Fair,9,No,A moderate amount,Some,Not very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",16.262,44.662,46.403,9,Somewhat unreliable,Somewhat fair,Very ineffective,Somewhat biased,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue,68111a86-0997-b723-8ee4-67d13d3b14d0,52401,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
128.118.7.49,0.8999999761581421,Yes,Male,,1988,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$50,000-$74,999",Pennsylvania,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Somewhat Liberal,Strong Democrat,Democratic candidate,No,,28.834,43.527,44.737,8,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A small population,Somewhat adequate,lightly impacted,8.518,27.598,35.081,10,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14.516,22.721,31.969,3,6,4,1.728,42.307,43.249,8,8,7,No,A moderate amount,Some,Very important,"Yes, even without direct U.S. interest",Somewhat familiar,12.425,22.633,31.48,8,Somewhat reliable,Somewhat fair,Somewhat ineffective,Somewhat biased,AI application in campaign finance,AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court,68111c20-0bed-4fae-072c-c3ea5a906b0b,16803,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
70.189.71.72,0.8999999761581421,Yes,Male,,1951,White,Not Hispanic or Latino,Associates or technical degree,Retired,"$50,000-$74,999",Oklahoma,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,X (twitter),,Somewhat Conservative,Independent,Neither - did not vote/voted for an independent candidate,No,,42.54,67.524,69.27,4,Illegal in most cases,Legal,Somewhat difficult,About what it is now,A large population,Somewhat inadequate,Not at all,22.639,56.435,57.607,7,Decreased,About the same,Disagree,Disagree,Neither agree nor disagree,Disagree,12.612,23.756,31.595,3,10 -Very Likely,2,33.683,46.65,50.842,4,10-Most Fair,7,No,A moderate amount,Very little,Not important at all,Only if it serves U.S. interests,Somewhat familiar,28.681,46.405,49.958,4,Neutral,Somewhat unfair,Somewhat ineffective,Extremely biased,AI application in campaign finance,Immigration policy and law enforcement|AI application in campaign finance|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue,68111f00-bafc-b516-2fea-4c94e28031f0,74103,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
108.56.236.88,0.8999999761581421,Yes,Male,,1954,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,"$75,000-$99,999",Maryland,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Liberal,Democrat,Democratic candidate,No,,26.616,41.479,42.201,7,Legal  in all cases,Legal,Somewhat easy,About what it is now,A moderate population,Neither adequate nor inadequate,lightly impacted,10.526,31.95,32.961,12,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Agree,11.461,30.196,30.801,17,2,7,18.77,29.253,31.534,7,9,9,No,Not too much,Some,Extremely important,Unsure,Somewhat familiar,3.331,33.076,34.093,10,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue,681122d4-307c-8a65-82ef-01dd05543072,20832,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
72.178.229.131,0.699999988,Yes,Male,,1962,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"$50,000-$74,999",Texas,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Concservative,Strong Republican,Republican candidate,No,,6.372,23.376,38.031,5,Legal in most cases,Legal,Somewhat difficult,Harder than it is now,A very large population,Somewhat adequate,Not at all,22.578,91.665,94.202,7,Decreased,Much more safer,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,60.92,98.987,100.012,2,1-Not Very Likely,1-Not Very Likely,90.834,122.481,123.353,3,10-Most Fair,5,No,A moderate amount,Some,Very important,"Yes, even without direct U.S. interest",Somewhat familiar,45.568,74.642,76.41,4,Neutral,Neutral,Neutral,Somewhat biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|Immigration policy and law enforcement|AI application in campaign finance,6811245d-7d90-a9f7-5d8d-4d3bd52272fc,75951,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
96.37.34.219,0.699999988,Yes,Male,,1940,White,Not Hispanic or Latino,High school diploma or GED,Retired,"$25,000-$49,999",North Carolina,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,None,,Moderate,Republican,Republican candidate,No,,26.039,58.236,60.004,4,Legal in most cases,Not sure,Somewhat easy,About what it is now,A moderate population,Not at all adequate,Not at all,23.436,45.707,47.428,7,About the same,Somewhat more dangerous,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,17.755,21.94,31.663,2,9,6,25.265,31.741,33.94,3,10-Most Fair,10-Completely trust,No,A moderate amount,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",21.984,36.201,38.102,4,Very unreliable,Neutral,Very ineffective,Extremely biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,68112eba-1203-939e-256b-8152482dd26b,28409,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
96.43.195.252,1,Yes,Male,,1968,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$75,000-$99,999",Ohio,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Somewhat Conservative,Lean Republican,Republican candidate,No,,42.901,80.173,81.181,5,Illegal in most cases,Illegal,Somewhat difficult,About what it is now,A small population,Not at all adequate,Not at all,19.01,61.494,63.018,6,Increased,Much more dangerous,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,17.339,32.733,36.431,3,5,5,38.488,73.693,81.121,3,10-Most Fair,7,Yes,Not too much,Very little,Not important at all,"No, the U.S. should stay out",Somewhat familiar,21.3,31.808,33.083,4,Very unreliable,Very unreliableVery unfair,Very ineffective,Extremely biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance,6811380c-a516-ef04-b10b-910f653d0b3a,44811,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
174.242.129.125,1,Yes,Male,,1963,White,Not Hispanic or Latino,"Some college, but no degree",Working full-time,"$25,000-$49,999",Connecticut,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Very Liberal,Strong Democrat,Democratic candidate,No,,40.899,58.658,59.36,15,Legal in most cases,Legal,Very difficult,Easier than it is now,A moderate population,Not at all adequate,Not at all,31.021,54.033,54.681,24,About the same,About the same,Disagree,Disagree,Agree,Disagree,30.832,35.939,36.608,9,1-Not Very Likely,8,47.392,59.599,60.141,15,8,8,Yes,A moderate amount,None at all,Not very important,"No, the U.S. should stay out",Never heard of it,28.564,35.746,36.281,13,Somewhat reliable,Somewhat fair,Somewhat effective,Neutral,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance,68112f7d-655f-5a46-ae22-41ce7177f674,06708,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
107.211.64.224,1,Yes,Male,,1989,Black or African American,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$150,000 or more",Ohio,Urban,,Yes - I was a naturalized citizen.,,Facebook,,Moderate,Lean Republican,Republican candidate,No,,1.166,25.467,32.161,14,Illegal in most cases,Legal,Very difficult,Harder than it is now,A moderate population,Somewhat adequate,Somewhat,1.65,8.627,34.192,9,Increased,Somewhat safer,Strongly disagree,Agree,Agree,Neither agree nor disagree,1.301,21.718,32.344,7,9,8,1.017,32.024,32.901,6,9,10-Completely trust,Yes,A great deal,How much do you generally trust international organizations to act in good faith?,Extremely important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",2.761,35.11,35.96,14,Neutral,Somewhat unfair,Somewhat ineffective,Neutral,Immigration policy and law enforcement,Immigration policy and law enforcement|AI application in campaign finance|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court,681155d1-9273-cc43-60aa-9246a2173b47,44108,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
107.211.64.224,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681155d1-9273-cc43-60aa-9246a2173b47,44108,,,,,,
46.202.51.140,1,Yes,Male,,1996,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$25,000-$49,999",Alaska,Suburban,,Yes - I was a naturalized citizen.,,Facebook,,Somewhat Conservative,Democrat,Democratic candidate,No,,6.299,36.729,37.18,5,Illegal in most cases,Legal,Somewhat difficult,Harder than it is now,A moderate population,Somewhat inadequate,Somewhat,8.976,27.326,31.403,6,Increased,Somewhat more dangerous,Disagree,Neither agree nor disagree,Agree,Agree,21.596,25.464,31.084,2,8,7,112.41,119.72,121.13,3,6,7,Yes,A moderate amount,A great deal,Somewhat important,"No, the U.S. should stay out",Somewhat familiar,81.082,92.785,94.047,4,Somewhat reliable,Somewhat fair,Somewhat effective,Somewhat unbiased,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Immigration policy and law enforcement|Expressing opinions on a political issue,6811d140-0b70-a597-6abe-340ad1fec86c,98052,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
89.35.93.153,0.6000000238418579,Yes,Female,,1988,Black or African American,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$100,000-$149,999",Texas,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Moderate,Democrat,Democratic candidate,No,,84.288,138.007,139.581,7,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A large population,Neither adequate nor inadequate,lightly impacted,36.031,160.181,161.402,15,Increased,Somewhat more dangerous,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,20.474,31.456,32.442,2,5,7,5.826,74.795,76.383,13,8,6,Yes,A moderate amount,Some,Very important,"Yes, even without direct U.S. interest",Somewhat familiar,8.307,86.892,88.516,18,Somewhat unreliable,Neutral,Somewhat ineffective,Somewhat biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance,6811dbb2-6aab-bf02-417f-0376724f6ee2,75201,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
46.202.51.88,1,Yes,Male,,1998,White,Not Hispanic or Latino,Bachelor’s degree,Working part-time,"Less than $25,000",California,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Somewhat Conservative,Independent,Republican candidate,No,,9.337,280.91,286.478,24,Illegal in all cases,Illegal,Somewhat easy,Harder than it is now,A moderate population,Somewhat inadequate,Not at all,18.585,223.162,233.048,16,About the same,Somewhat safer,Disagree,Disagree,Agree,Neither agree nor disagree,52.957,165.161,167.76,17,6,4,73.652,137.053,138.561,20,7,7,Yes,A moderate amount,Some,Very important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",20.613,120.225,122.873,28,Somewhat unreliable,Somewhat unfair,Somewhat effective,Somewhat biased,AI application in campaign finance,Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance|A case decided by the U.S. Supreme Court,6811f9f1-cc8e-a6b1-46e1-41b9298e7ee4,98052,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
73.145.113.67,1,Yes,Male,,1944,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Retired,"$150,000 or more",Michigan,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Republican,Republican candidate,No,,7.399,36.904,38.319,8,Legal in most cases,Legal,Somewhat easy,About what it is now,A moderate population,Somewhat inadequate,Not at all,47.084,86.324,87.923,8,Increased,Somewhat more dangerous,Neither agree nor disagree,Agree,Agree,Agree,18.164,28.58,31.672,2,10 -Very Likely,4,44.941,56.756,58.577,4,10-Most Fair,7,Yes,A moderate amount,Very little,Extremely important,Only if it serves U.S. interests,Never heard of it,35.804,62.171,63.647,7,Somewhat unreliable,Somewhat unfair,Somewhat ineffective,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance|Immigration policy and law enforcement,681395c8-956d-7997-8925-0640dfeb7461,48045,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
99.111.77.40,0.8999999761581421,Yes,Female,,1948,White,Not Hispanic or Latino,Associates or technical degree,Retired,"$100,000-$149,999",California,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Liberal,Lean Democrat,Democratic candidate,No,,35.165,70.709,71.82,17,Legal in most cases,Legal,Somewhat easy,Easier than it is now,A moderate population,Neither adequate nor inadequate,Not at all,22.426,67.127,68.023,16,About the same,About the same,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,42.515,56.41,57.92,6,1-Not Very Likely,1-Not Very Likely,48.983,87.536,88.546,14,10-Most Fair,5,Yes,A moderate amount,Some,Extremely important,"Yes, even without direct U.S. interest",Never heard of it,20.159,42.074,42.984,12,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance,6813f984-481c-2217-b871-baca81de1b50,94553,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
65.31.179.107,0.8999999761581421,Yes,Male,,1947,White,Not Hispanic or Latino,Bachelor’s degree,Retired,"$50,000-$74,999",Wisconsin,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,None,,Very Concservative,Strong Republican,Republican candidate,No,,58.451,87.933,91.574,4,Illegal in all cases,Illegal,Somewhat difficult,Harder than it is now,A moderate population,Not at all adequate,lightly impacted,33.764,95.542,97.728,7,Increased,Much more dangerous,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,26.797,34.481,39.072,2,7,5,51.998,70.744,73.175,3,10-Most Fair,7,Yes,Not too much,Some,Somewhat important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",36.25,64.994,69.058,5,Somewhat unreliable,Somewhat unfair,Neutral,Somewhat biased,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue,68140384-97c5-d702-b39e-ddfbe89112f0,53132,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
174.203.40.229,0.8999999761581421,Yes,Female,,1955,Black or African American,Not Hispanic or Latino,High school diploma or GED,Other,"Less than $25,000",Louisiana,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Liberal,Strong Democrat,Democratic candidate,No,,2.605,105.714,106.701,11,Illegal in most cases,Illegal,Somewhat difficult,About what it is now,A moderate population,Neither adequate nor inadequate,Somewhat,43.579,90.645,91.701,10,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,26.328,41.86,42.801,4,1-Not Very Likely,1-Not Very Likely,2.929,45.012,45.964,7,10-Most Fair,10-Completely trust,No,A moderate amount,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",9.969,32.059,32.953,7,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance,681416a2-1dfc-6ea4-8090-b4fd1f87ef4f,70517,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
75.36.193.119,1,Yes,Female,,1952,White,Not Hispanic or Latino,High school diploma or GED,Retired,"Less than $25,000",Texas,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Strong Republican,Republican candidate,Prefer not to disclose.,,6.319,76.657,77.738,17,Illegal in most cases,Illegal,Very difficult,About what it is now,A large population,Not at all adequate,Not at all,5.119,58.201,59.6,17,Increased,Somewhat more dangerous,Neither agree nor disagree,Agree,Agree,Agree,10.951,30.706,31.785,9,8,4,11.734,57.053,58.383,15,10-Most Fair,7,No,A moderate amount,Very little,Somewhat important,Only if it serves U.S. interests,Somewhat familiar,2.88,59.639,60.954,19,Somewhat unreliable,Very unreliableVery unfair,Very ineffective,Extremely biased,AI application in campaign finance,Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|AI application in campaign finance|Immigration policy and law enforcement,68141bb3-9921-f4b7-4ecc-8350134d21c5,77034,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
212.32.111.48,1,Yes,Male,,1988,White,Hispanic or Latino,Bachelor’s degree,Working full-time,"$150,000 or more",California,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Liberal,Republican,Republican candidate,No,,33.26,63.22,64.632,4,Illegal in most cases,Illegal,Somewhat difficult,Harder than it is now,A moderate population,Neither adequate nor inadequate,Somewhat,12.39,49.942,50.967,8,Decreased,Somewhat safer,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,19.153,26.633,32.394,2,9,6,6.597,19.79,31.501,3,9,10-Completely trust,Yes,A great deal,Some,Extremely important,Only if it serves U.S. interests,Somewhat familiar,31.686,40.309,42.758,5,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|Immigration policy and law enforcement|AI application in campaign finance,681472c7-48ec-4271-8c27-bb74b70025ec,89501,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
